satisfaction,evaluation,number_of_projects,average_montly_hours,time_spend_company,work_accident,churn,promotion,department,salary
0.83,510.0,four,199.0,3+,no,no,no,support,low
0.54,920.0,four,175.0,3+,no,no,no,support,low
0.8,850.0,five,253.0,3+,yes,no,no,technical,low
0.52,570.0,three,183.0,2+,no,no,no,technical,low
0.83,800.0,five,223.0,3+,no,no,no,technical,low
0.74,550.0,five,168.0,4+,no,no,no,management,low
0.87,710.0,five,244.0,2+,no,no,no,IT,low
0.45,870.0,two,268.0,4+,yes,no,no,IT,low
0.72,720.0,four,218.0,4+,no,no,no,IT,low
0.27,850.0,two,277.0,6+,yes,no,no,IT,low
0.51,880.0,five,225.0,2+,yes,no,no,IT,low
0.55,550.0,four,257.0,3+,no,no,no,product_mng,low
0.89,690.0,four,170.0,3+,no,no,no,product_mng,low
0.85,860.0,three,179.0,3+,no,no,no,product_mng,low
0.29,850.0,four,211.0,2+,no,no,no,product_mng,low
0.96,500.0,three,217.0,2+,yes,no,no,IT,low
0.9,680.0,three,135.0,3+,no,no,no,RandD,low
0.28,940.0,six,167.0,3+,yes,no,no,RandD,low
0.93,980.0,four,189.0,3+,no,no,no,RandD,medium
0.51,570.0,three,162.0,3+,yes,no,no,RandD,medium
0.97,760.0,three,193.0,3+,no,no,no,RandD,medium
0.71,550.0,four,273.0,3+,yes,no,no,RandD,medium
0.52,690.0,six,138.0,5+,no,no,no,marketing,medium
0.87,840.0,four,237.0,3+,yes,no,no,sales,medium
0.78,610.0,five,260.0,2+,no,no,no,accounting,medium
0.57,820.0,three,149.0,5+,yes,no,no,support,medium
0.34,490.0,four,149.0,3+,no,no,no,technical,medium
0.95,950.0,four,137.0,4+,no,no,no,management,medium
0.72,730.0,five,167.0,3+,no,no,no,marketing,medium
0.61,370.0,four,165.0,6+,no,no,no,marketing,medium
0.39,390.0,two,131.0,2+,no,no,no,marketing,high
0.72,590.0,five,138.0,2+,no,no,no,sales,low
0.86,910.0,four,234.0,3+,yes,no,no,sales,medium
0.69,670.0,four,141.0,3+,no,no,no,sales,medium
0.5,650.0,four,266.0,3+,yes,no,no,sales,medium
0.62,680.0,three,134.0,2+,no,no,no,sales,medium
0.76,550.0,four,147.0,3+,no,no,no,sales,low
0.97,880.0,four,237.0,4+,no,no,no,sales,low
0.78,570.0,five,114.0,4+,no,no,no,sales,low
0.81,890.0,four,166.0,2+,yes,no,no,sales,low
0.15,950.0,four,173.0,5+,yes,no,no,sales,low
0.72,500.0,three,205.0,3+,yes,no,no,sales,low
0.8,500.0,three,219.0,3+,no,no,no,sales,low
0.76,740.0,three,173.0,2+,no,no,no,sales,low
0.19,730.0,four,231.0,3+,no,no,no,sales,low
0.75,750.0,five,133.0,2+,no,no,no,sales,low
0.94,490.0,four,220.0,3+,no,no,no,sales,low
0.93,590.0,five,158.0,3+,no,no,no,sales,low
0.96,920.0,three,182.0,4+,no,no,no,sales,low
0.14,570.0,six,275.0,5+,no,no,no,sales,low
0.75,710.0,three,237.0,3+,yes,no,no,accounting,low
0.6,590.0,five,146.0,4+,no,no,no,accounting,low
0.65,480.0,four,144.0,3+,no,no,no,accounting,low
0.59,790.0,two,195.0,3+,no,no,no,hr,low
0.93,780.0,five,191.0,4+,no,no,no,hr,medium
0.5,1000.0,three,149.0,2+,no,no,no,hr,medium
0.62,550.0,four,137.0,3+,yes,no,no,hr,medium
0.24,580.0,three,184.0,5+,yes,no,no,technical,medium
0.66,870.0,four,139.0,3+,no,no,no,technical,medium
0.55,950.0,four,249.0,4+,no,no,no,technical,medium
0.91,660.0,three,168.0,3+,no,no,no,technical,medium
0.59,510.0,two,145.0,5+,no,no,no,technical,medium
0.74,540.0,five,221.0,3+,no,no,no,technical,medium
0.43,510.0,two,123.0,3+,no,no,no,technical,medium
0.85,990.0,six,153.0,6+,no,no,no,technical,medium
0.46,540.0,three,183.0,4+,no,no,no,technical,medium
0.48,560.0,four,271.0,3+,no,no,no,technical,high
0.96,1000.0,four,167.0,2+,yes,no,no,technical,low
0.55,900.0,four,177.0,3+,no,no,no,support,medium
0.82,740.0,three,256.0,3+,yes,no,no,support,medium
0.24,650.0,three,143.0,4+,no,no,no,support,medium
0.69,710.0,three,241.0,3+,no,no,no,support,medium
0.29,680.0,four,210.0,3+,no,no,no,support,low
0.53,700.0,four,155.0,5+,yes,no,no,support,low
0.65,770.0,two,248.0,3+,no,no,no,support,low
0.57,530.0,three,162.0,3+,no,no,no,support,low
0.6,500.0,four,137.0,3+,no,no,no,support,low
0.79,550.0,five,242.0,2+,no,no,no,support,low
0.41,500.0,six,257.0,6+,yes,no,no,support,low
0.79,,five,245.0,3+,yes,no,no,technical,low
0.5,800.0,three,234.0,3+,no,no,no,technical,low
0.8,760.0,four,135.0,2+,no,no,no,technical,low
0.61,790.0,five,269.0,2+,no,no,no,management,low
0.99,680.0,four,238.0,3+,no,no,no,IT,low
0.77,860.0,three,101.0,5+,no,no,no,IT,low
0.7,520.0,five,200.0,2+,yes,no,no,IT,low
0.55,870.0,three,241.0,4+,no,no,no,IT,low
0.87,630.0,three,143.0,3+,yes,no,no,IT,low
0.97,600.0,three,169.0,2+,yes,no,no,product_mng,low
0.56,990.0,four,270.0,2+,no,no,no,product_mng,low
0.99,810.0,four,246.0,3+,yes,no,no,product_mng,low
0.57,660.0,four,151.0,2+,no,no,no,product_mng,low
1.0,840.0,three,227.0,3+,no,no,no,IT,low
0.97,740.0,three,134.0,3+,yes,no,no,marketing,high
0.81,540.0,four,155.0,4+,no,no,no,accounting,high
0.76,480.0,five,173.0,3+,no,no,no,accounting,high
0.95,550.0,five,134.0,3+,no,no,no,IT,medium
0.81,650.0,three,195.0,2+,no,no,no,IT,medium
0.8,650.0,three,264.0,4+,no,no,no,management,high
0.72,570.0,three,203.0,2+,yes,no,no,marketing,medium
0.68,650.0,three,243.0,2+,no,no,no,sales,medium
0.21,610.0,six,159.0,5+,yes,no,no,accounting,medium
0.46,400.0,three,145.0,2+,no,no,no,support,medium
0.8,700.0,three,238.0,2+,no,no,no,technical,medium
0.57,640.0,four,151.0,2+,no,no,no,management,medium
0.58,570.0,five,205.0,2+,no,no,no,marketing,high
0.91,1000.0,four,211.0,3+,no,no,no,marketing,low
0.63,670.0,five,169.0,2+,no,no,no,marketing,medium
0.95,860.0,two,263.0,4+,no,no,no,sales,medium
0.87,670.0,five,143.0,3+,no,no,no,sales,medium
0.22,530.0,five,160.0,4+,yes,no,no,sales,medium
0.95,650.0,five,142.0,2+,yes,no,no,sales,low
0.18,500.0,four,169.0,4+,no,no,no,sales,low
0.87,630.0,five,214.0,3+,no,no,no,sales,low
0.23,840.0,five,131.0,5+,no,no,no,sales,low
0.93,690.0,three,213.0,4+,no,no,no,sales,low
0.58,750.0,four,244.0,4+,no,no,no,sales,low
0.68,550.0,four,169.0,3+,yes,no,no,sales,low
0.76,710.0,four,156.0,3+,no,no,no,sales,low
0.68,840.0,five,161.0,3+,no,no,no,sales,low
0.99,470.0,three,152.0,5+,no,no,no,sales,low
0.64,550.0,three,,2+,no,no,no,sales,low
0.61,830.0,five,269.0,5+,yes,no,no,sales,low
0.51,500.0,five,242.0,2+,no,no,no,sales,low
0.69,660.0,three,113.0,4+,no,no,no,sales,low
0.85,600.0,three,251.0,2+,no,no,no,sales,low
0.55,890.0,six,99.0,3+,no,no,no,sales,low
0.56,890.0,four,263.0,3+,no,no,no,accounting,low
0.69,680.0,four,214.0,4+,no,no,no,accounting,low
0.61,460.0,four,172.0,3+,no,no,no,accounting,low
0.47,650.0,four,172.0,2+,no,no,no,hr,low
0.58,790.0,four,196.0,3+,yes,no,no,hr,low
0.16,560.0,five,152.0,5+,no,no,no,hr,medium
0.53,640.0,two,109.0,3+,no,no,no,hr,medium
0.82,820.0,five,193.0,4+,no,no,no,technical,medium
0.68,610.0,four,227.0,3+,no,no,no,technical,medium
0.6,720.0,three,181.0,2+,no,no,no,technical,medium
0.93,440.0,five,190.0,5+,no,no,no,technical,medium
0.58,490.0,two,107.0,3+,no,no,no,technical,medium
0.61,960.0,four,161.0,3+,yes,no,no,technical,medium
0.74,710.0,four,243.0,3+,no,no,no,technical,medium
0.88,910.0,three,157.0,2+,no,no,no,technical,medium
0.94,800.0,six,147.0,3+,no,no,no,technical,medium
0.44,460.0,three,121.0,3+,no,no,no,technical,medium
0.73,520.0,three,274.0,2+,no,no,no,technical,high
0.9,680.0,four,204.0,4+,yes,no,no,support,low
0.97,490.0,three,199.0,2+,no,no,no,support,medium
0.86,960.0,five,246.0,3+,no,no,no,support,medium
0.81,980.0,three,141.0,3+,no,no,no,support,medium
0.24,760.0,six,213.0,4+,no,no,no,support,medium
0.92,970.0,four,199.0,3+,no,no,no,support,low
0.34,620.0,two,257.0,6+,yes,no,no,support,low
0.95,530.0,four,143.0,3+,no,no,no,support,low
0.94,810.0,three,150.0,2+,no,no,no,support,low
0.54,820.0,three,284.0,2+,yes,no,no,support,low
0.87,570.0,three,149.0,3+,no,no,no,support,low
0.54,740.0,four,160.0,6+,no,no,no,technical,low
0.75,490.0,four,208.0,4+,no,no,no,technical,low
0.88,1000.0,three,248.0,3+,no,no,no,technical,medium
0.78,860.0,three,210.0,3+,no,no,no,management,medium
0.88,710.0,five,219.0,2+,no,no,no,IT,medium
0.51,940.0,four,155.0,3+,no,no,no,IT,medium
0.31,700.0,four,182.0,3+,no,no,no,IT,medium
0.22,1000.0,six,244.0,3+,no,no,no,IT,medium
0.56,830.0,five,157.0,3+,no,no,no,IT,medium
0.38,630.0,two,182.0,2+,no,no,no,product_mng,medium
0.56,470.0,five,185.0,4+,no,no,no,product_mng,medium
0.55,900.0,four,206.0,3+,no,no,no,product_mng,medium
0.74,990.0,four,156.0,3+,no,no,no,product_mng,medium
0.64,920.0,five,211.0,2+,yes,no,no,IT,medium
0.69,910.0,six,247.0,6+,no,no,no,RandD,medium
0.99,540.0,three,247.0,3+,no,no,no,RandD,medium
0.66,750.0,four,235.0,3+,no,no,no,RandD,medium
0.79,930.0,five,169.0,3+,no,no,no,RandD,medium
0.92,540.0,three,246.0,3+,no,no,no,RandD,medium
0.84,490.0,three,172.0,4+,no,no,no,RandD,medium
0.31,590.0,four,218.0,5+,no,no,no,marketing,medium
0.34,520.0,six,265.0,6+,no,no,no,sales,medium
0.88,960.0,five,173.0,4+,no,no,no,accounting,medium
0.8,840.0,three,195.0,3+,no,no,no,support,medium
0.75,920.0,three,160.0,3+,yes,no,no,technical,medium
0.71,700.0,four,237.0,4+,no,no,no,management,medium
0.66,490.0,three,206.0,2+,no,no,no,marketing,medium
0.54,,six,222.0,5+,no,no,no,marketing,high
0.47,400.0,three,113.0,3+,no,no,no,marketing,high
0.87,790.0,three,244.0,3+,no,no,no,sales,high
0.9,520.0,three,162.0,2+,no,no,no,sales,high
0.51,630.0,three,234.0,2+,no,no,no,sales,high
0.62,710.0,four,168.0,2+,no,no,no,sales,high
0.47,430.0,three,120.0,3+,no,no,no,sales,high
0.59,940.0,five,274.0,2+,no,no,no,sales,high
0.87,620.0,four,202.0,3+,no,no,no,sales,high
0.59,970.0,three,209.0,3+,no,no,no,sales,high
0.87,710.0,six,224.0,6+,no,no,no,sales,high
0.89,930.0,three,168.0,2+,no,no,no,sales,high
0.73,680.0,four,227.0,3+,no,no,no,sales,low
0.79,980.0,three,217.0,3+,no,no,no,sales,low
0.8,740.0,two,205.0,3+,yes,no,no,sales,low
0.73,890.0,five,223.0,3+,no,no,no,sales,low
0.96,900.0,three,175.0,3+,yes,no,no,sales,low
0.66,960.0,three,175.0,2+,no,no,no,sales,low
0.53,970.0,four,254.0,3+,no,no,no,sales,low
0.86,560.0,five,215.0,2+,no,no,no,sales,low
0.92,860.0,three,166.0,4+,no,no,no,sales,low
0.31,950.0,five,205.0,3+,no,no,no,accounting,low
0.69,730.0,four,233.0,2+,no,no,no,accounting,low
0.7,830.0,three,189.0,3+,no,no,no,accounting,low
0.63,740.0,four,202.0,3+,no,no,no,hr,low
0.24,530.0,six,165.0,5+,no,no,no,hr,low
0.13,940.0,four,213.0,5+,yes,no,no,hr,low
0.47,410.0,two,140.0,3+,no,no,no,hr,medium
0.53,580.0,four,251.0,2+,no,no,no,technical,medium
0.96,960.0,five,243.0,3+,no,no,no,technical,medium
0.92,880.0,four,111.0,4+,no,no,no,technical,medium
0.56,590.0,three,178.0,2+,no,no,no,technical,medium
0.51,880.0,five,230.0,4+,no,no,no,technical,medium
0.22,850.0,six,172.0,6+,yes,no,no,technical,medium
0.83,920.0,three,268.0,2+,yes,no,no,technical,medium
0.85,480.0,two,208.0,4+,no,no,no,technical,medium
0.85,920.0,three,188.0,4+,no,no,no,technical,medium
0.85,900.0,five,247.0,2+,no,no,no,technical,medium
0.73,820.0,four,205.0,4+,no,no,no,technical,medium
0.18,520.0,three,213.0,4+,no,no,no,support,high
0.63,870.0,four,145.0,3+,yes,no,no,support,high
0.5,480.0,two,106.0,2+,no,no,no,support,high
0.63,470.0,three,180.0,3+,yes,no,no,support,high
0.15,950.0,,251.0,5+,no,no,no,support,high
0.96,690.0,four,156.0,5+,no,no,no,support,high
0.96,910.0,five,179.0,2+,no,no,no,support,high
0.31,510.0,four,229.0,6+,no,no,no,support,high
0.59,490.0,four,149.0,4+,no,no,no,support,low
0.75,980.0,four,198.0,3+,no,no,no,support,low
0.96,510.0,three,241.0,6+,yes,no,no,support,low
0.69,670.0,four,156.0,3+,no,no,no,technical,low
0.92,890.0,three,220.0,2+,no,no,no,technical,low
0.96,820.0,five,185.0,3+,no,no,no,technical,low
0.67,700.0,four,222.0,3+,no,no,no,management,low
0.49,560.0,three,221.0,3+,yes,no,no,IT,low
0.85,650.0,four,280.0,3+,yes,no,no,IT,medium
0.85,530.0,three,250.0,3+,no,no,no,IT,medium
0.91,770.0,four,167.0,3+,yes,no,no,IT,medium
0.7,480.0,four,238.0,3+,no,no,no,IT,medium
0.98,990.0,four,132.0,2+,no,no,no,product_mng,medium
0.48,480.0,two,245.0,5+,no,no,no,product_mng,medium
0.39,600.0,two,161.0,2+,no,no,no,product_mng,medium
0.66,890.0,three,242.0,3+,no,no,no,product_mng,medium
0.6,610.0,three,104.0,5+,no,no,no,IT,medium
0.88,900.0,four,152.0,4+,no,no,no,RandD,medium
0.85,830.0,three,226.0,2+,no,no,no,RandD,medium
0.76,810.0,three,175.0,3+,no,no,no,RandD,medium
1.0,670.0,five,241.0,4+,no,no,no,RandD,medium
0.79,740.0,two,158.0,3+,no,no,no,RandD,medium
0.63,520.0,five,226.0,4+,no,no,no,marketing,medium
0.5,830.0,two,220.0,2+,yes,no,no,sales,medium
0.83,740.0,four,233.0,3+,no,no,no,accounting,medium
0.71,810.0,three,141.0,3+,no,no,no,support,medium
0.94,870.0,four,157.0,3+,no,no,no,technical,medium
0.56,570.0,two,112.0,4+,no,no,no,management,medium
0.78,710.0,four,216.0,2+,no,no,no,marketing,medium
0.34,460.0,five,131.0,3+,no,no,no,marketing,medium
0.62,670.0,three,212.0,3+,no,no,no,marketing,medium
0.82,740.0,three,163.0,2+,no,no,no,sales,high
0.42,500.0,two,151.0,3+,no,no,no,sales,low
0.51,790.0,three,137.0,3+,no,no,no,sales,medium
0.63,780.0,two,158.0,5+,yes,no,no,sales,medium
0.43,810.0,three,102.0,3+,no,no,no,sales,medium
0.5,490.0,five,256.0,3+,no,no,no,sales,medium
0.81,870.0,four,203.0,2+,no,no,no,sales,medium
0.63,700.0,five,177.0,2+,yes,no,no,sales,medium
0.86,700.0,four,197.0,3+,no,no,no,sales,medium
0.92,910.0,three,202.0,2+,no,no,no,sales,medium
0.72,780.0,three,229.0,2+,no,no,no,sales,medium
0.78,630.0,four,181.0,2+,no,no,no,sales,medium
0.76,650.0,three,254.0,2+,no,no,no,sales,low
0.84,630.0,two,162.0,3+,no,no,no,sales,low
0.78,540.0,four,102.0,3+,no,no,no,sales,low
0.57,590.0,four,197.0,3+,no,no,no,sales,low
0.15,420.0,three,98.0,3+,no,no,no,sales,low
0.69,770.0,three,232.0,2+,no,no,no,sales,low
0.73,600.0,three,252.0,4+,yes,no,no,sales,low
0.96,540.0,five,161.0,3+,yes,no,no,accounting,high
0.91,780.0,four,169.0,4+,no,no,no,accounting,low
0.58,970.0,two,216.0,3+,no,no,no,accounting,high
0.84,560.0,three,266.0,3+,no,no,no,hr,high
0.51,580.0,three,141.0,3+,no,no,no,hr,low
0.71,950.0,four,249.0,3+,no,no,no,hr,low
0.63,820.0,five,268.0,3+,no,no,no,hr,high
0.66,510.0,three,192.0,3+,no,no,no,technical,low
0.5,800.0,six,201.0,5+,no,no,no,technical,medium
0.56,890.0,three,163.0,3+,yes,no,no,technical,high
0.57,460.0,three,167.0,4+,no,no,no,technical,medium
0.7,650.0,five,202.0,3+,yes,no,no,technical,medium
0.84,620.0,five,245.0,4+,no,no,no,technical,medium
0.33,590.0,three,243.0,2+,no,no,no,technical,medium
0.64,940.0,three,204.0,2+,no,no,no,technical,high
0.93,540.0,four,239.0,2+,no,no,no,technical,medium
1.0,580.0,four,229.0,2+,yes,no,no,technical,medium
0.91,490.0,three,213.0,4+,no,no,no,technical,medium
0.56,590.0,five,254.0,4+,no,no,no,support,high
0.62,520.0,six,253.0,4+,no,no,no,support,medium
0.98,680.0,four,253.0,3+,no,no,no,support,high
0.96,850.0,five,211.0,4+,no,no,no,support,low
0.61,990.0,five,98.0,2+,no,no,no,support,medium
0.92,660.0,four,133.0,3+,no,no,no,support,medium
0.58,670.0,five,265.0,3+,no,no,no,support,medium
0.47,490.0,two,112.0,3+,yes,no,no,support,medium
0.87,700.0,three,224.0,3+,no,no,no,support,low
0.8,640.0,five,180.0,2+,no,no,no,support,low
0.54,530.0,three,203.0,2+,no,no,no,support,low
0.14,830.0,six,275.0,6+,no,no,no,technical,low
0.98,760.0,five,168.0,3+,no,no,no,technical,low
0.13,580.0,four,203.0,4+,no,no,no,technical,low
0.64,810.0,three,209.0,3+,no,no,no,management,low
0.91,750.0,three,166.0,2+,no,no,no,IT,low
0.24,710.0,three,187.0,5+,no,no,no,IT,low
0.34,420.0,six,287.0,5+,yes,no,no,IT,low
0.51,850.0,two,248.0,4+,no,no,no,IT,high
0.91,700.0,three,193.0,2+,no,no,no,IT,low
0.86,900.0,four,162.0,3+,no,no,no,product_mng,low
1.0,610.0,three,188.0,4+,no,no,no,product_mng,low
0.37,410.0,six,101.0,3+,no,no,no,product_mng,low
0.46,730.0,six,256.0,4+,no,no,no,product_mng,high
0.86,800.0,five,134.0,2+,no,no,no,IT,low
0.36,680.0,two,126.0,4+,no,no,no,marketing,high
0.52,930.0,two,243.0,3+,no,no,no,accounting,high
0.51,730.0,three,205.0,4+,no,no,no,accounting,high
0.69,940.0,five,259.0,2+,no,no,no,IT,medium
0.67,500.0,five,219.0,3+,no,no,no,IT,medium
0.6,990.0,five,161.0,3+,no,no,no,management,high
0.71,570.0,three,207.0,3+,no,no,no,marketing,medium
0.65,790.0,three,201.0,3+,yes,no,no,sales,high
0.48,920.0,three,234.0,3+,no,no,no,accounting,medium
0.67,580.0,four,158.0,3+,no,no,no,support,medium
0.68,630.0,five,185.0,4+,no,no,no,technical,medium
0.74,850.0,three,176.0,3+,no,no,no,management,medium
0.9,770.0,five,163.0,3+,no,no,no,marketing,medium
0.67,830.0,three,171.0,3+,yes,no,no,marketing,medium
0.64,660.0,five,163.0,4+,no,no,no,marketing,medium
0.54,870.0,four,163.0,3+,no,no,no,sales,medium
0.6,730.0,two,180.0,2+,no,no,no,sales,high
0.72,670.0,three,243.0,3+,no,no,no,sales,low
0.97,490.0,four,213.0,2+,no,no,no,sales,medium
0.99,890.0,three,273.0,2+,no,no,no,sales,medium
0.75,930.0,four,195.0,3+,no,no,no,sales,medium
0.84,980.0,four,246.0,3+,no,no,no,sales,medium
0.76,500.0,three,196.0,3+,yes,no,no,sales,medium
0.96,510.0,five,205.0,2+,yes,no,no,sales,medium
0.12,810.0,four,287.0,6+,no,no,no,sales,medium
0.54,790.0,three,211.0,3+,no,no,no,sales,medium
0.69,980.0,three,261.0,4+,no,no,no,sales,medium
0.77,710.0,five,204.0,3+,no,no,no,sales,high
0.96,860.0,two,163.0,3+,no,no,no,sales,low
0.53,620.0,four,162.0,2+,no,no,no,sales,low
0.54,720.0,four,259.0,2+,yes,no,no,sales,low
0.89,640.0,four,151.0,5+,no,no,no,sales,high
0.52,840.0,two,266.0,2+,no,no,no,sales,low
0.29,650.0,five,110.0,5+,yes,no,no,sales,low
0.93,600.0,four,271.0,3+,no,no,no,accounting,low
0.71,680.0,four,208.0,2+,no,no,no,accounting,high
0.23,500.0,two,150.0,6+,no,no,no,accounting,low
0.89,960.0,three,122.0,4+,no,no,no,hr,low
0.51,500.0,four,246.0,3+,no,no,no,hr,low
0.27,640.0,two,188.0,3+,no,no,no,hr,low
0.9,530.0,three,167.0,3+,no,no,no,hr,low
0.88,570.0,four,261.0,4+,no,no,no,technical,low
0.91,830.0,four,235.0,3+,no,no,no,technical,low
0.65,630.0,four,199.0,2+,no,no,no,technical,medium
0.68,500.0,four,166.0,4+,yes,no,no,technical,medium
0.58,630.0,four,272.0,3+,no,no,no,technical,medium
0.68,620.0,three,158.0,3+,no,no,no,technical,medium
0.59,760.0,three,264.0,3+,no,no,no,technical,medium
0.56,570.0,five,274.0,3+,no,no,no,technical,medium
0.74,440.0,five,169.0,3+,yes,no,no,technical,medium
0.5,910.0,four,148.0,2+,no,no,no,technical,medium
0.85,650.0,four,162.0,2+,no,no,no,technical,medium
0.57,480.0,five,221.0,3+,no,no,no,support,medium
0.89,580.0,three,167.0,3+,no,no,no,support,medium
0.76,660.0,five,206.0,2+,no,no,no,support,medium
0.96,700.0,three,169.0,3+,no,no,no,support,high
0.81,680.0,,179.0,3+,no,no,no,support,low
0.79,850.0,four,100.0,6+,no,no,no,support,medium
0.63,660.0,three,177.0,2+,yes,no,no,support,medium
0.92,820.0,five,252.0,3+,no,no,no,support,medium
0.77,740.0,four,202.0,4+,no,no,no,support,medium
0.73,870.0,four,263.0,2+,no,no,no,support,low
0.74,980.0,four,160.0,2+,no,no,no,support,low
0.8,740.0,five,229.0,3+,yes,no,no,technical,low
0.82,850.0,five,195.0,4+,no,no,no,technical,low
0.48,810.0,three,212.0,2+,no,no,no,technical,low
0.79,540.0,six,190.0,4+,no,no,no,management,low
0.87,410.0,three,219.0,3+,yes,no,no,IT,low
0.96,880.0,two,193.0,2+,no,no,no,IT,low
0.96,580.0,five,197.0,4+,yes,no,no,IT,low
0.69,660.0,three,206.0,2+,no,no,no,IT,low
0.42,580.0,two,140.0,3+,no,no,no,IT,low
0.7,760.0,three,173.0,2+,no,no,no,product_mng,low
0.97,760.0,six,142.0,2+,no,no,no,product_mng,low
0.6,590.0,three,237.0,4+,yes,no,no,product_mng,low
0.63,630.0,five,252.0,2+,no,no,no,product_mng,low
0.65,820.0,four,196.0,2+,no,no,no,IT,low
0.85,810.0,three,205.0,3+,no,no,no,marketing,high
0.54,830.0,three,201.0,3+,no,no,no,accounting,high
0.23,740.0,five,120.0,4+,no,no,no,accounting,high
0.95,730.0,two,187.0,2+,no,no,no,IT,medium
1.0,510.0,five,274.0,4+,no,no,no,IT,medium
0.77,930.0,three,227.0,3+,no,no,no,management,high
0.8,530.0,three,245.0,3+,no,no,no,sales,medium
0.88,560.0,four,243.0,4+,no,no,no,accounting,medium
0.73,680.0,three,132.0,2+,no,no,no,support,medium
0.54,900.0,three,206.0,3+,no,no,no,technical,medium
0.92,580.0,five,205.0,2+,yes,no,no,management,medium
0.14,880.0,three,162.0,4+,no,no,no,marketing,medium
0.65,790.0,five,266.0,3+,no,no,no,marketing,medium
0.17,890.0,five,261.0,5+,no,no,no,marketing,medium
0.18,670.0,five,209.0,4+,no,no,no,sales,medium
0.58,500.0,five,184.0,4+,no,no,no,sales,medium
0.63,670.0,four,229.0,3+,no,no,no,,medium
0.68,810.0,three,180.0,2+,yes,no,no,sales,high
0.91,980.0,five,135.0,3+,no,no,no,sales,low
0.95,940.0,three,174.0,3+,no,no,no,sales,medium
0.89,760.0,two,278.0,2+,no,no,no,sales,medium
0.76,760.0,three,197.0,2+,no,no,no,sales,medium
0.96,720.0,three,157.0,3+,no,no,no,sales,medium
0.78,630.0,four,156.0,3+,no,no,no,sales,low
0.98,900.0,three,186.0,4+,no,no,no,sales,low
0.76,420.0,three,217.0,2+,no,no,no,sales,low
0.63,490.0,five,192.0,2+,no,no,no,sales,low
0.39,370.0,three,127.0,3+,no,no,no,sales,low
0.91,670.0,three,257.0,2+,no,no,no,sales,low
0.8,800.0,four,229.0,4+,no,no,no,sales,low
0.89,640.0,four,274.0,2+,yes,no,no,sales,low
0.75,410.0,five,196.0,4+,no,no,no,sales,low
0.94,850.0,three,137.0,3+,no,no,no,sales,low
0.5,750.0,four,239.0,2+,no,no,no,accounting,low
0.75,950.0,four,177.0,3+,no,no,no,accounting,low
0.84,780.0,five,164.0,3+,no,no,no,accounting,low
0.55,810.0,five,229.0,3+,no,no,no,hr,low
0.59,820.0,three,149.0,3+,no,no,no,hr,low
0.58,430.0,three,224.0,6+,no,no,no,hr,low
0.91,590.0,five,179.0,3+,no,no,no,hr,low
0.43,920.0,five,151.0,4+,no,no,no,technical,low
0.51,790.0,five,222.0,2+,no,no,no,technical,low
0.81,960.0,four,219.0,2+,no,no,no,technical,low
0.72,390.0,three,257.0,3+,no,no,no,technical,low
0.89,990.0,four,258.0,3+,yes,no,no,technical,medium
0.61,740.0,five,185.0,2+,yes,no,no,technical,medium
0.57,700.0,three,248.0,2+,no,no,no,technical,medium
0.74,820.0,five,154.0,2+,no,no,no,technical,medium
0.87,640.0,three,187.0,2+,no,no,no,technical,medium
0.58,620.0,three,182.0,3+,no,no,no,technical,medium
0.63,590.0,three,189.0,3+,no,no,no,technical,medium
0.89,850.0,four,195.0,4+,no,no,no,support,medium
0.49,740.0,two,154.0,3+,no,no,no,support,medium
0.59,590.0,four,244.0,3+,no,no,no,support,medium
0.71,990.0,three,228.0,2+,no,no,no,support,medium
0.58,620.0,three,218.0,3+,no,no,no,support,medium
0.84,610.0,five,202.0,3+,no,no,no,support,high
0.92,480.0,four,208.0,3+,no,no,no,support,low
0.91,590.0,three,266.0,2+,no,no,no,support,medium
0.92,780.0,,177.0,2+,no,no,no,support,medium
0.95,650.0,three,183.0,3+,no,no,no,support,medium
0.53,620.0,four,,3+,no,no,no,support,medium
0.89,890.0,five,179.0,2+,no,no,no,technical,low
0.81,840.0,three,198.0,2+,no,no,no,technical,low
0.78,670.0,five,209.0,3+,no,no,no,technical,low
